workerid,proliferate.condition,CC,list,list_firstSocCond,orientation,response,rt,slide_number_in_experiment,socialCondition,topic,trigger_class,whichSocConditionFirst,error
3586,default,medicaid is overfunded,list2,list2-D,conservative,0.06,3371,21,D,medicaid,C,D,
3587,default,medicaid is overfunded,list2,list2-D,conservative,0.63,8071,21,D,medicaid,C,D,
3589,default,medicaid is overfunded,list2,list2-R,conservative,0.46,3717,17,R,medicaid,C,R,
3590,default,medicaid is overfunded,list2,list2-D,conservative,0,2678,15,D,medicaid,C,D,
3593,default,medicaid is overfunded,list2,list2-R,conservative,0.66,5833,19,R,medicaid,C,R,
3594,default,medicaid is overfunded,list2,list2-D,conservative,0.12,3674,11,D,medicaid,C,D,
3597,default,medicaid is overfunded,list2,list2-R,conservative,0.2,12983,16,R,medicaid,C,R,
3599,default,medicaid is overfunded,list2,list2-R,conservative,0.9,5952,4,R,medicaid,C,R,
3600,default,medicaid is overfunded,list2,list2-D,conservative,0.03,5333,22,D,medicaid,C,D,
3601,default,medicaid is overfunded,list2,list2-D,conservative,0.1,4264,23,D,medicaid,C,D,
3602,default,medicaid is overfunded,list2,list2-R,conservative,0.76,5631,11,R,medicaid,C,R,
3603,default,medicaid is overfunded,list2,list2-D,conservative,0.16,16972,7,D,medicaid,C,D,
3604,default,medicaid is overfunded,list2,list2-R,conservative,0.82,9792,24,R,medicaid,C,R,
3606,default,medicaid is overfunded,list2,list2-D,conservative,0.21,4983,17,D,medicaid,C,D,
3607,default,medicaid is overfunded,list2,list2-R,conservative,0.95,12897,7,R,medicaid,C,R,
3610,default,medicaid is overfunded,list2,list2-D,conservative,0.05,12748,4,D,medicaid,C,D,
3613,default,medicaid is overfunded,list2,list2-R,conservative,0.59,41571,12,R,medicaid,C,R,
3611,default,medicaid is underfunded,list1,list1-D,liberal,0.64,8345,25,D,medicaid,C,D,
3620,default,medicaid is underfunded,list1,list1-D,liberal,0.74,9016,19,D,medicaid,C,D,
3588,default,medicaid is underfunded,list1,list1-R,liberal,0.3,7563,16,R,medicaid,C,R,
3591,default,medicaid is underfunded,list1,list1-D,liberal,0.5,4614,9,D,medicaid,C,D,
3595,default,medicaid is underfunded,list1,list1-R,liberal,0.51,6066,18,R,medicaid,C,R,
3596,default,medicaid is underfunded,list1,list1-D,liberal,0.76,5249,19,D,medicaid,C,D,
3605,default,medicaid is underfunded,list1,list1-R,liberal,0.15,3487,21,R,medicaid,C,R,
3608,default,medicaid is underfunded,list1,list1-R,liberal,0.22,4777,16,R,medicaid,C,R,
3609,default,medicaid is underfunded,list1,list1-D,liberal,0.99,16497,12,D,medicaid,C,D,
3612,default,medicaid is underfunded,list1,list1-R,liberal,0.2,6335,15,R,medicaid,C,R,
3615,default,medicaid is underfunded,list1,list1-R,liberal,0.18,5698,22,R,medicaid,C,R,
3619,default,medicaid is underfunded,list1,list1-R,liberal,0.3,8877,4,R,medicaid,C,R,
3621,default,medicaid is underfunded,list1,list1-R,liberal,0.21,3612,24,R,medicaid,C,R,
3622,default,medicaid is underfunded,list1,list1-D,liberal,1,4830,11,D,medicaid,C,D,
3623,default,medicaid is underfunded,list1,list1-D,liberal,0.86,5593,25,D,medicaid,C,D,
3624,default,medicaid is underfunded,list1,list1-D,liberal,0.67,5360,8,D,medicaid,C,D,
3625,default,medicaid is underfunded,list1,list1-R,liberal,0.14,5149,5,R,medicaid,C,R,
3626,default,medicaid is underfunded,list1,list1-R,liberal,0.29,3933,16,R,medicaid,C,R,
3627,default,medicaid is underfunded,list1,list1-R,liberal,0.28,4724,17,R,medicaid,C,R,
3628,default,medicaid is underfunded,list1,list1-R,liberal,0.49,6158,11,R,medicaid,C,R,
3693,default,medicaid is underfunded,list1,list1-D,liberal,0.84,3139,20,D,medicaid,C,D,
3694,default,medicaid is underfunded,list1,list1-D,liberal,0.72,17710,21,D,medicaid,C,D,
3611,default,the military is underfunded,list1,list1-D,conservative,0.11,10487,20,D,military,C,D,
3620,default,the military is underfunded,list1,list1-D,conservative,0.75,7898,12,D,military,C,D,
3588,default,the military is underfunded,list1,list1-R,conservative,0.78,3622,4,R,military,C,R,
3591,default,the military is underfunded,list1,list1-D,conservative,0.06,5272,11,D,military,C,D,
3595,default,the military is underfunded,list1,list1-R,conservative,0.7,5238,22,R,military,C,R,
3596,default,the military is underfunded,list1,list1-D,conservative,0.29,5599,17,D,military,C,D,
3605,default,the military is underfunded,list1,list1-R,conservative,0.12,4048,25,R,military,C,R,
3608,default,the military is underfunded,list1,list1-R,conservative,0.82,7102,4,R,military,C,R,
3609,default,the military is underfunded,list1,list1-D,conservative,0.02,4689,20,D,military,C,D,
3612,default,the military is underfunded,list1,list1-R,conservative,0.96,3641,9,R,military,C,R,
3615,default,the military is underfunded,list1,list1-R,conservative,0.83,6093,4,R,military,C,R,
3619,default,the military is underfunded,list1,list1-R,conservative,0.6,4275,14,R,military,C,R,
3621,default,the military is underfunded,list1,list1-R,conservative,0.65,6254,10,R,military,C,R,
3622,default,the military is underfunded,list1,list1-D,conservative,0.34,5546,23,D,military,C,D,
3623,default,the military is underfunded,list1,list1-D,conservative,0.04,5889,5,D,military,C,D,
3624,default,the military is underfunded,list1,list1-D,conservative,0.22,4612,6,D,military,C,D,
3625,default,the military is underfunded,list1,list1-R,conservative,0.99,4774,11,R,military,C,R,
3626,default,the military is underfunded,list1,list1-R,conservative,0.32,2947,12,R,military,C,R,
3627,default,the military is underfunded,list1,list1-R,conservative,0.98,4736,4,R,military,C,R,
3628,default,the military is underfunded,list1,list1-R,conservative,0.49,5463,16,R,military,C,R,
3693,default,the military is underfunded,list1,list1-D,conservative,0.14,2713,21,D,military,C,D,
3694,default,the military is underfunded,list1,list1-D,conservative,0.27,6962,8,D,military,C,D,
3592,default,the military is overfunded,list2,list2-D,liberal,0.87,2965,22,D,military,C,D,
3598,default,the military is overfunded,list2,list2-D,liberal,0.84,3488,25,D,military,C,D,
3614,default,the military is overfunded,list2,list2-R,liberal,0.36,9629,17,R,military,C,R,
3586,default,the military is overfunded,list2,list2-D,liberal,0.85,4485,14,D,military,C,D,
3587,default,the military is overfunded,list2,list2-D,liberal,0.79,5268,12,D,military,C,D,
3589,default,the military is overfunded,list2,list2-R,liberal,0.09,5133,9,R,military,C,R,
3590,default,the military is overfunded,list2,list2-D,liberal,0.89,4663,17,D,military,C,D,
3593,default,the military is overfunded,list2,list2-R,liberal,0.27,6979,11,R,military,C,R,
3594,default,the military is overfunded,list2,list2-D,liberal,0.9,3910,16,D,military,C,D,
3597,default,the military is overfunded,list2,list2-R,liberal,0.19,6588,20,R,military,C,R,
3599,default,the military is overfunded,list2,list2-R,liberal,0.02,3296,12,R,military,C,R,
3600,default,the military is overfunded,list2,list2-D,liberal,0.38,5342,14,D,military,C,D,
3601,default,the military is overfunded,list2,list2-D,liberal,0.88,3518,19,D,military,C,D,
3602,default,the military is overfunded,list2,list2-R,liberal,0,5952,5,R,military,C,R,
3603,default,the military is overfunded,list2,list2-D,liberal,0.99,11195,10,D,military,C,D,
3604,default,the military is overfunded,list2,list2-R,liberal,0.05,8928,23,R,military,C,R,
3606,default,the military is overfunded,list2,list2-D,liberal,0.71,10235,11,D,military,C,D,
3607,default,the military is overfunded,list2,list2-R,liberal,0.06,6721,6,R,military,C,R,
3610,default,the military is overfunded,list2,list2-D,liberal,0.73,5225,5,D,military,C,D,
3613,default,the military is overfunded,list2,list2-R,liberal,0,4339,11,R,military,C,R,
3592,default,the minimum wage is too high,list2,list2-D,conservative,0.1,3391,14,D,minimum_wage,C,D,
3598,default,the minimum wage is too high,list2,list2-D,conservative,0.08,3880,12,D,minimum_wage,C,D,
3614,default,the minimum wage is too high,list2,list2-R,conservative,0.38,9467,21,R,minimum_wage,C,R,
3586,default,the minimum wage is too high,list2,list2-D,conservative,0.09,5075,20,D,minimum_wage,C,D,
3587,default,the minimum wage is too high,list2,list2-D,conservative,0.21,5268,7,D,minimum_wage,C,D,
3589,default,the minimum wage is too high,list2,list2-R,conservative,0.61,4264,6,R,minimum_wage,C,R,
3590,default,the minimum wage is too high,list2,list2-D,conservative,0.01,3686,11,D,minimum_wage,C,D,
3593,default,the minimum wage is too high,list2,list2-R,conservative,0.32,6273,24,R,minimum_wage,C,R,
3594,default,the minimum wage is too high,list2,list2-D,conservative,0.24,3495,24,D,minimum_wage,C,D,
3597,default,the minimum wage is too high,list2,list2-R,conservative,0.33,6207,6,R,minimum_wage,C,R,
3599,default,the minimum wage is too high,list2,list2-R,conservative,0.58,3914,7,R,minimum_wage,C,R,
3600,default,the minimum wage is too high,list2,list2-D,conservative,0.22,4128,8,D,minimum_wage,C,D,
3601,default,the minimum wage is too high,list2,list2-D,conservative,0.02,8501,10,D,minimum_wage,C,D,
3602,default,the minimum wage is too high,list2,list2-R,conservative,0.64,4536,18,R,minimum_wage,C,R,
3603,default,the minimum wage is too high,list2,list2-D,conservative,0,7668,12,D,minimum_wage,C,D,
3604,default,the minimum wage is too high,list2,list2-R,conservative,0.63,5016,18,R,minimum_wage,C,R,
3606,default,the minimum wage is too high,list2,list2-D,conservative,0.19,4902,7,D,minimum_wage,C,D,
3607,default,the minimum wage is too high,list2,list2-R,conservative,0.96,8613,17,R,minimum_wage,C,R,
3610,default,the minimum wage is too high,list2,list2-D,conservative,0.25,5545,7,D,minimum_wage,C,D,
3613,default,the minimum wage is too high,list2,list2-R,conservative,0.96,3829,18,R,minimum_wage,C,R,
3611,default,the minimum wage is too low,list1,list1-D,liberal,0.91,5676,14,D,minimum_wage,C,D,
3620,default,the minimum wage is too low,list1,list1-D,liberal,0.85,13352,5,D,minimum_wage,C,D,
3588,default,the minimum wage is too low,list1,list1-R,liberal,0.23,6169,25,R,minimum_wage,C,R,
3591,default,the minimum wage is too low,list1,list1-D,liberal,0.73,6299,19,D,minimum_wage,C,D,
3595,default,the minimum wage is too low,list1,list1-R,liberal,0.11,3502,12,R,minimum_wage,C,R,
3596,default,the minimum wage is too low,list1,list1-D,liberal,0.84,4845,18,D,minimum_wage,C,D,
3605,default,the minimum wage is too low,list1,list1-R,liberal,0.12,4567,13,R,minimum_wage,C,R,
3608,default,the minimum wage is too low,list1,list1-R,liberal,0.32,7247,12,R,minimum_wage,C,R,
3609,default,the minimum wage is too low,list1,list1-D,liberal,0.99,19859,24,D,minimum_wage,C,D,
3612,default,the minimum wage is too low,list1,list1-R,liberal,0.75,4968,12,R,minimum_wage,C,R,
3615,default,the minimum wage is too low,list1,list1-R,liberal,0.12,7957,25,R,minimum_wage,C,R,
3619,default,the minimum wage is too low,list1,list1-R,liberal,0.5,5473,17,R,minimum_wage,C,R,
3621,default,the minimum wage is too low,list1,list1-R,liberal,0.13,5700,15,R,minimum_wage,C,R,
3622,default,the minimum wage is too low,list1,list1-D,liberal,0.74,4588,12,D,minimum_wage,C,D,
3623,default,the minimum wage is too low,list1,list1-D,liberal,0.64,7175,24,D,minimum_wage,C,D,
3624,default,the minimum wage is too low,list1,list1-D,liberal,0.75,5154,12,D,minimum_wage,C,D,
3625,default,the minimum wage is too low,list1,list1-R,liberal,0.03,4789,13,R,minimum_wage,C,R,
3626,default,the minimum wage is too low,list1,list1-R,liberal,0.2,3822,25,R,minimum_wage,C,R,
3627,default,the minimum wage is too low,list1,list1-R,liberal,0.16,4955,10,R,minimum_wage,C,R,
3628,default,the minimum wage is too low,list1,list1-R,liberal,0.5,8861,17,R,minimum_wage,C,R,
3693,default,the minimum wage is too low,list1,list1-D,liberal,0.83,6009,4,D,minimum_wage,C,D,
3694,default,the minimum wage is too low,list1,list1-D,liberal,0.85,8577,4,D,minimum_wage,C,D,
3611,default,police departments receive too little funding,list1,list1-D,conservative,0.63,7696,15,R,police,C,D,
3620,default,police departments receive too little funding,list1,list1-D,conservative,0.85,8037,24,R,police,C,D,
3588,default,police departments receive too little funding,list1,list1-R,conservative,0.24,7888,23,D,police,C,R,
3591,default,police departments receive too little funding,list1,list1-D,conservative,0.94,5231,20,R,police,C,D,
3595,default,police departments receive too little funding,list1,list1-R,conservative,0.39,6241,5,D,police,C,R,
3596,default,police departments receive too little funding,list1,list1-D,conservative,0.17,6385,13,R,police,C,D,
3605,default,police departments receive too little funding,list1,list1-R,conservative,0.14,6673,5,D,police,C,R,
3608,default,police departments receive too little funding,list1,list1-R,conservative,0.59,6056,9,D,police,C,R,
3609,default,police departments receive too little funding,list1,list1-D,conservative,0.78,11296,9,R,police,C,D,
3612,default,police departments receive too little funding,list1,list1-R,conservative,0.91,4631,5,D,police,C,R,
3615,default,police departments receive too little funding,list1,list1-R,conservative,0.6,7249,18,D,police,C,R,
3619,default,police departments receive too little funding,list1,list1-R,conservative,0.52,12252,25,D,police,C,R,
3621,default,police departments receive too little funding,list1,list1-R,conservative,0.2,6331,8,D,police,C,R,
3622,default,police departments receive too little funding,list1,list1-D,conservative,1,7601,6,R,police,C,D,
3623,default,police departments receive too little funding,list1,list1-D,conservative,0.86,9640,20,R,police,C,D,
3624,default,police departments receive too little funding,list1,list1-D,conservative,0.85,4948,23,R,police,C,D,
3625,default,police departments receive too little funding,list1,list1-R,conservative,0.07,5477,20,D,police,C,R,
3626,default,police departments receive too little funding,list1,list1-R,conservative,0.22,4053,15,D,police,C,R,
3627,default,police departments receive too little funding,list1,list1-R,conservative,0.07,4393,7,D,police,C,R,
3628,default,police departments receive too little funding,list1,list1-R,conservative,0.8,4814,15,D,police,C,R,
3693,default,police departments receive too little funding,list1,list1-D,conservative,0.6,7434,9,R,police,C,D,
3694,default,police departments receive too little funding,list1,list1-D,conservative,0.19,16410,17,R,police,C,D,
3592,default,police departments receive too much funding,list2,list2-D,conservative,0.21,3732,18,R,police,C,D,
3598,default,police departments receive too much funding,list2,list2-D,conservative,0.64,9010,19,R,police,C,D,
3614,default,police departments receive too much funding,list2,list2-R,conservative,0.3,15455,23,D,police,C,R,
3586,default,police departments receive too much funding,list2,list2-D,liberal,0.5,5318,16,R,police,C,D,
3587,default,police departments receive too much funding,list2,list2-D,liberal,0.2,6066,6,R,police,C,D,
3589,default,police departments receive too much funding,list2,list2-R,liberal,0.54,4889,19,D,police,C,R,
3590,default,police departments receive too much funding,list2,list2-D,liberal,0.07,4441,25,R,police,C,D,
3593,default,police departments receive too much funding,list2,list2-R,liberal,0.44,5900,9,D,police,C,R,
3594,default,police departments receive too much funding,list2,list2-D,liberal,0.2,3027,20,R,police,C,D,
3597,default,police departments receive too much funding,list2,list2-R,liberal,0.59,12456,8,D,police,C,R,
3599,default,police departments receive too much funding,list2,list2-R,liberal,0.27,4770,8,D,police,C,R,
3600,default,police departments receive too much funding,list2,list2-D,liberal,0.02,4543,23,R,police,C,D,
3601,default,police departments receive too much funding,list2,list2-D,liberal,0.01,7518,4,R,police,C,D,
3602,default,police departments receive too much funding,list2,list2-R,liberal,0.82,4976,20,D,police,C,R,
3603,default,police departments receive too much funding,list2,list2-D,liberal,0.49,5176,16,R,police,C,D,
3604,default,police departments receive too much funding,list2,list2-R,liberal,0.72,6689,22,D,police,C,R,
3606,default,police departments receive too much funding,list2,list2-D,liberal,0.2,58819,19,R,police,C,D,
3607,default,police departments receive too much funding,list2,list2-R,liberal,0.65,15182,21,D,police,C,R,
3610,default,police departments receive too much funding,list2,list2-D,liberal,0.03,9519,8,R,police,C,D,
3613,default,police departments receive too much funding,list2,list2-R,liberal,0.84,8881,4,D,police,C,R,
3611,default,the rich are taxed too much,list1,list1-D,conservative,0.25,13286,8,D,taxes,C,D,
3620,default,the rich are taxed too much,list1,list1-D,conservative,0.9,12313,18,D,taxes,C,D,
3588,default,the rich are taxed too much,list1,list1-R,conservative,0.8,10529,15,R,taxes,C,R,
3591,default,the rich are taxed too much,list1,list1-D,conservative,0.21,9968,14,D,taxes,C,D,
3595,default,the rich are taxed too much,list1,list1-R,conservative,0.09,4102,23,R,taxes,C,R,
3596,default,the rich are taxed too much,list1,list1-D,conservative,0.12,6250,20,D,taxes,C,D,
3605,default,the rich are taxed too much,list1,list1-R,conservative,0.78,4072,10,R,taxes,C,R,
3608,default,the rich are taxed too much,list1,list1-R,conservative,0.04,3557,13,R,taxes,C,R,
3609,default,the rich are taxed too much,list1,list1-D,conservative,0.02,7995,6,D,taxes,C,D,
3612,default,the rich are taxed too much,list1,list1-R,conservative,0.91,6163,8,R,taxes,C,R,
3615,default,the rich are taxed too much,list1,list1-R,conservative,0.76,3858,21,R,taxes,C,R,
3619,default,the rich are taxed too much,list1,list1-R,conservative,0.44,3176,19,R,taxes,C,R,
3621,default,the rich are taxed too much,list1,list1-R,conservative,0.73,5219,14,R,taxes,C,R,
3622,default,the rich are taxed too much,list1,list1-D,conservative,0.34,5842,22,D,taxes,C,D,
3623,default,the rich are taxed too much,list1,list1-D,conservative,0,10757,23,D,taxes,C,D,
3624,default,the rich are taxed too much,list1,list1-D,conservative,0.23,4377,7,D,taxes,C,D,
3625,default,the rich are taxed too much,list1,list1-R,conservative,0.33,7738,8,R,taxes,C,R,
3626,default,the rich are taxed too much,list1,list1-R,conservative,0.27,2943,13,R,taxes,C,R,
3627,default,the rich are taxed too much,list1,list1-R,conservative,0.86,3589,15,R,taxes,C,R,
3628,default,the rich are taxed too much,list1,list1-R,conservative,0.57,6747,18,R,taxes,C,R,
3693,default,the rich are taxed too much,list1,list1-D,conservative,0.13,4415,11,D,taxes,C,D,
3694,default,the rich are taxed too much,list1,list1-D,conservative,0.06,8085,20,D,taxes,C,D,
3592,default,the rich are taxed too little,list2,list2-D,liberal,0.93,6074,8,D,taxes,C,D,
3598,default,the rich are taxed too little,list2,list2-D,liberal,0.76,5296,6,D,taxes,C,D,
3614,default,the rich are taxed too little,list2,list2-R,liberal,0.63,6628,25,R,taxes,C,R,
3586,default,the rich are taxed too little,list2,list2-D,liberal,1,4708,24,D,taxes,C,D,
3587,default,the rich are taxed too little,list2,list2-D,liberal,0.74,5903,4,D,taxes,C,D,
3589,default,the rich are taxed too little,list2,list2-R,liberal,0.15,4022,25,R,taxes,C,R,
3590,default,the rich are taxed too little,list2,list2-D,liberal,0.83,5996,18,D,taxes,C,D,
3593,default,the rich are taxed too little,list2,list2-R,liberal,0.44,8642,23,R,taxes,C,R,
3594,default,the rich are taxed too little,list2,list2-D,liberal,0.86,2670,19,D,taxes,C,D,
3597,default,the rich are taxed too little,list2,list2-R,liberal,0.09,6514,11,R,taxes,C,R,
3599,default,the rich are taxed too little,list2,list2-R,liberal,0.18,3992,19,R,taxes,C,R,
3600,default,the rich are taxed too little,list2,list2-D,liberal,0.42,7731,17,D,taxes,C,D,
3601,default,the rich are taxed too little,list2,list2-D,liberal,0.85,3875,15,D,taxes,C,D,
3602,default,the rich are taxed too little,list2,list2-R,liberal,0.2,15553,6,R,taxes,C,R,
3603,default,the rich are taxed too little,list2,list2-D,liberal,0.99,5978,8,D,taxes,C,D,
3604,default,the rich are taxed too little,list2,list2-R,liberal,0.25,6247,9,R,taxes,C,R,
3606,default,the rich are taxed too little,list2,list2-D,liberal,0.83,7993,13,D,taxes,C,D,
3607,default,the rich are taxed too little,list2,list2-R,liberal,0.06,12072,23,R,taxes,C,R,
3610,default,the rich are taxed too little,list2,list2-D,liberal,0.77,18630,24,D,taxes,C,D,
3613,default,the rich are taxed too little,list2,list2-R,liberal,0.03,5088,6,R,taxes,C,R,
3592,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.1,4006,25,R,Trump_economy,C,D,
3598,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.66,4554,14,R,Trump_economy,C,D,
3614,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.95,7230,12,D,Trump_economy,C,R,
3586,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.25,4191,7,R,Trump_economy,C,D,
3587,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.32,9712,23,R,Trump_economy,C,D,
3589,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.85,5129,24,D,Trump_economy,C,R,
3590,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.03,3785,16,R,Trump_economy,C,D,
3593,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.89,7577,8,D,Trump_economy,C,R,
3594,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.09,4177,23,R,Trump_economy,C,D,
3597,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.79,9892,4,D,Trump_economy,C,R,
3599,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.69,4634,24,D,Trump_economy,C,R,
3600,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.49,9020,11,R,Trump_economy,C,D,
3601,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.08,6515,13,R,Trump_economy,C,D,
3602,default,Trump's policies damaged the American economy,list2,list2-R,liberal,1,5408,8,D,Trump_economy,C,R,
3603,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.02,5592,24,R,Trump_economy,C,D,
3604,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.87,6919,25,D,Trump_economy,C,R,
3606,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.05,36384,22,R,Trump_economy,C,D,
3607,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.97,6945,5,D,Trump_economy,C,R,
3610,default,Trump's policies damaged the American economy,list2,list2-D,liberal,0.02,7184,10,R,Trump_economy,C,D,
3613,default,Trump's policies damaged the American economy,list2,list2-R,liberal,0.99,5710,15,D,Trump_economy,C,R,
3611,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.81,5956,17,R,Trump_economy,C,D,
3620,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.86,7511,14,R,Trump_economy,C,D,
3588,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.14,4210,9,D,Trump_economy,C,R,
3591,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.89,5266,6,R,Trump_economy,C,D,
3595,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.06,4029,14,D,Trump_economy,C,R,
3596,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.91,8464,14,R,Trump_economy,C,D,
3605,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.15,5424,24,D,Trump_economy,C,R,
3608,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.79,5438,18,D,Trump_economy,C,R,
3609,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.7,8598,22,R,Trump_economy,C,D,
3612,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.08,6827,17,D,Trump_economy,C,R,
3615,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.29,5614,11,D,Trump_economy,C,R,
3619,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.38,4983,13,D,Trump_economy,C,R,
3621,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.29,5439,7,D,Trump_economy,C,R,
3622,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.93,4806,16,R,Trump_economy,C,D,
3623,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.93,6324,13,R,Trump_economy,C,D,
3624,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.68,6538,24,R,Trump_economy,C,D,
3625,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.03,4388,6,D,Trump_economy,C,R,
3626,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.23,6149,4,D,Trump_economy,C,R,
3627,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.04,4515,12,D,Trump_economy,C,R,
3628,default,Trump's policies improved the American economy,list1,list1-R,conservative,0.97,4228,24,D,Trump_economy,C,R,
3693,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.81,3598,13,R,Trump_economy,C,D,
3694,default,Trump's policies improved the American economy,list1,list1-D,conservative,0.63,12371,14,R,Trump_economy,C,D,
3611,default,Trump handled the pandemic badly,list1,list1-D,liberal,1,6098,12,D,Trump_pandemic,C,D,
3620,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.97,5371,11,D,Trump_pandemic,C,D,
3588,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.2,3215,14,R,Trump_pandemic,C,R,
3591,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.97,9914,4,D,Trump_pandemic,C,D,
3595,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.09,7506,4,R,Trump_pandemic,C,R,
3596,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.84,4753,5,D,Trump_pandemic,C,D,
3605,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.2,6560,9,R,Trump_pandemic,C,R,
3608,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.25,5965,8,R,Trump_pandemic,C,R,
3609,default,Trump handled the pandemic badly,list1,list1-D,liberal,1,4985,13,D,Trump_pandemic,C,D,
3612,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.16,6146,13,R,Trump_pandemic,C,R,
3615,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.17,9632,15,R,Trump_pandemic,C,R,
3619,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.31,3347,18,R,Trump_pandemic,C,R,
3621,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.17,6900,6,R,Trump_pandemic,C,R,
3622,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.98,4862,25,D,Trump_pandemic,C,D,
3623,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.98,8251,10,D,Trump_pandemic,C,D,
3624,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.84,5799,4,D,Trump_pandemic,C,D,
3625,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.06,8010,4,R,Trump_pandemic,C,R,
3626,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.24,3115,23,R,Trump_pandemic,C,R,
3627,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.17,4089,20,R,Trump_pandemic,C,R,
3628,default,Trump handled the pandemic badly,list1,list1-R,liberal,0.01,5212,9,R,Trump_pandemic,C,R,
3693,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.97,6153,25,D,Trump_pandemic,C,D,
3694,default,Trump handled the pandemic badly,list1,list1-D,liberal,0.85,9958,16,D,Trump_pandemic,C,D,
3592,default,Trump handled the pandemic well,list2,list2-D,conservative,0.11,12982,24,D,Trump_pandemic,C,D,
3598,default,Trump handled the pandemic well,list2,list2-D,conservative,0.02,4957,13,D,Trump_pandemic,C,D,
3614,default,Trump handled the pandemic well,list2,list2-R,conservative,0.86,10120,14,R,Trump_pandemic,C,R,
3586,default,Trump handled the pandemic well,list2,list2-D,conservative,0,6624,9,D,Trump_pandemic,C,D,
3587,default,Trump handled the pandemic well,list2,list2-D,conservative,0.04,4614,17,D,Trump_pandemic,C,D,
3589,default,Trump handled the pandemic well,list2,list2-R,conservative,0.76,3601,12,R,Trump_pandemic,C,R,
3590,default,Trump handled the pandemic well,list2,list2-D,conservative,0.01,3559,23,D,Trump_pandemic,C,D,
3593,default,Trump handled the pandemic well,list2,list2-R,conservative,0.82,5859,7,R,Trump_pandemic,C,R,
3594,default,Trump handled the pandemic well,list2,list2-D,conservative,0.02,5896,25,D,Trump_pandemic,C,D,
3597,default,Trump handled the pandemic well,list2,list2-R,conservative,0.64,6087,5,R,Trump_pandemic,C,R,
3599,default,Trump handled the pandemic well,list2,list2-R,conservative,0.27,4083,22,R,Trump_pandemic,C,R,
3600,default,Trump handled the pandemic well,list2,list2-D,conservative,0.1,6769,9,D,Trump_pandemic,C,D,
3601,default,Trump handled the pandemic well,list2,list2-D,conservative,0.01,3286,7,D,Trump_pandemic,C,D,
3602,default,Trump handled the pandemic well,list2,list2-R,conservative,1,5167,21,R,Trump_pandemic,C,R,
3603,default,Trump handled the pandemic well,list2,list2-D,conservative,0.01,37512,20,D,Trump_pandemic,C,D,
