"workerid","proliferate.condition.x","CC","list","list_firstSocCond","orientation","response","rt","slide_number_in_experiment","socialCondition","topic","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3609,"default","closing businesses during COVID was unnecessary","list1","list1-D","conservative",0.7,6682,16,"R","lockdown","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,13
3612,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0.06,5584,6,"D","lockdown","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,3
3615,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0.56,7688,8,"D","lockdown","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,5
3621,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0.1,4580,21,"D","lockdown","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,18
3622,"default","closing businesses during COVID was unnecessary","list1","list1-D","conservative",1,5238,10,"R","lockdown","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,7
3623,"default","closing businesses during COVID was unnecessary","list1","list1-D","conservative",0.97,5617,7,"R","lockdown","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,4
3624,"default","closing businesses during COVID was unnecessary","list1","list1-D","conservative",0.81,5861,5,"R","lockdown","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,2
3625,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0.47,5253,25,"D","lockdown","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,22
3626,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0.21,6743,19,"D","lockdown","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,16
3627,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0.87,5030,13,"D","lockdown","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,10
3628,"default","closing businesses during COVID was unnecessary","list1","list1-R","conservative",0,11457,21,"D","lockdown","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,18
3693,"default","closing businesses during COVID was unnecessary","list1","list1-D","conservative",0.85,8099,5,"R","lockdown","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,2
3694,"default","closing businesses during COVID was unnecessary","list1","list1-D","conservative",0.4,18864,23,"R","lockdown","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,20
3592,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.11,3731,15,"R","lockdown","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,12
3598,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.72,8961,15,"R","lockdown","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,12
3614,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.53,10232,9,"D","lockdown","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,6
3586,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.83,59419,13,"R","lockdown","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,10
3587,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.28,7491,18,"R","lockdown","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,15
3589,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.85,7611,14,"D","lockdown","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,11
3590,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.05,4734,21,"R","lockdown","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,18
3593,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.52,5614,6,"D","lockdown","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,3
3594,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.39,4637,13,"R","lockdown","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,10
3597,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.67,9320,25,"D","lockdown","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,22
3599,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.46,4132,14,"D","lockdown","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,11
3600,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.23,6140,15,"R","lockdown","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,12
3601,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.18,8475,16,"R","lockdown","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,13
3602,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.91,5016,10,"D","lockdown","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,7
3603,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.47,8873,19,"R","lockdown","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,16
3604,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.71,6793,11,"D","lockdown","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,8
3607,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",1,174520,18,"D","lockdown","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,15
3610,"default","closing businesses during COVID was necessary","list2","list2-D","liberal",0.06,64360,23,"R","lockdown","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,20
3613,"default","closing businesses during COVID was necessary","list2","list2-R","liberal",0.85,5465,16,"D","lockdown","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,13
3620,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.16,7499,7,"R","masks","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,4
3591,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.95,4832,21,"R","masks","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,18
3595,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.25,3998,15,"D","masks","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,12
3596,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.93,8777,4,"R","masks","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,1
3605,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.14,2815,19,"D","masks","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,16
3609,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.74,6154,14,"R","masks","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,11
3612,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.05,3942,24,"D","masks","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,21
3615,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.43,9781,14,"D","masks","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,11
3621,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.15,3917,17,"D","masks","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,14
3622,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.94,9060,4,"R","masks","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,1
3623,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.77,7782,19,"R","masks","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,16
3624,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.86,4386,25,"R","masks","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,22
3625,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.07,4173,21,"D","masks","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,18
3626,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.26,3516,10,"D","masks","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,7
3627,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.16,3647,14,"D","masks","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,11
3628,"default","mask mandates are unnecessary","list1","list1-R","conservative",0.03,4453,20,"D","masks","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,17
3693,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.67,8381,8,"R","masks","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,5
3694,"default","mask mandates are unnecessary","list1","list1-D","conservative",0.6,10179,24,"R","masks","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,21
3592,"default","mask mandates are necessary","list2","list2-D","liberal",0.14,10916,10,"R","masks","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,7
3598,"default","mask mandates are necessary","list2","list2-D","liberal",0.87,3157,20,"R","masks","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,17
3614,"default","mask mandates are necessary","list2","list2-R","liberal",0.56,10304,5,"D","masks","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,2
3586,"default","mask mandates are necessary","list2","list2-D","liberal",0.23,3947,15,"R","masks","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,12
3587,"default","mask mandates are necessary","list2","list2-D","liberal",0.57,4942,13,"R","masks","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,10
3589,"default","mask mandates are necessary","list2","list2-R","liberal",0.85,2948,20,"D","masks","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,17
3590,"default","mask mandates are necessary","list2","list2-D","liberal",0.08,3211,10,"R","masks","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,7
3593,"default","mask mandates are necessary","list2","list2-R","liberal",0.71,5479,17,"D","masks","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,14
3594,"default","mask mandates are necessary","list2","list2-D","liberal",0.46,4300,15,"R","masks","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,12
3597,"default","mask mandates are necessary","list2","list2-R","liberal",0.82,9556,17,"D","masks","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,14
3599,"default","mask mandates are necessary","list2","list2-R","liberal",0.77,4000,13,"D","masks","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,10
3600,"default","mask mandates are necessary","list2","list2-D","liberal",0.51,7132,13,"R","masks","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,10
3601,"default","mask mandates are necessary","list2","list2-D","liberal",0.07,4751,17,"R","masks","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,14
3602,"default","mask mandates are necessary","list2","list2-R","liberal",0.81,4047,16,"D","masks","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,13
3603,"default","mask mandates are necessary","list2","list2-D","liberal",0.26,9751,5,"R","masks","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,2
3604,"default","mask mandates are necessary","list2","list2-R","liberal",0.83,5681,13,"D","masks","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,10
3607,"default","mask mandates are necessary","list2","list2-R","liberal",0.97,8675,15,"D","masks","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,12
3610,"default","mask mandates are necessary","list2","list2-D","liberal",0.37,12250,14,"R","masks","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,11
3613,"default","mask mandates are necessary","list2","list2-R","liberal",0.94,6262,19,"D","masks","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,16
3592,"default","medicaid is overfunded","list2","list2-D","conservative",0.12,3148,23,"D","medicaid","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,20
3598,"default","medicaid is overfunded","list2","list2-D","conservative",0.08,5464,22,"D","medicaid","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,19
3614,"default","medicaid is overfunded","list2","list2-R","conservative",0.12,6065,24,"R","medicaid","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,21
3586,"default","medicaid is overfunded","list2","list2-D","conservative",0.06,3371,21,"D","medicaid","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,18
3587,"default","medicaid is overfunded","list2","list2-D","conservative",0.63,8071,21,"D","medicaid","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,18
3589,"default","medicaid is overfunded","list2","list2-R","conservative",0.46,3717,17,"R","medicaid","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,14
3590,"default","medicaid is overfunded","list2","list2-D","conservative",0,2678,15,"D","medicaid","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,12
3593,"default","medicaid is overfunded","list2","list2-R","conservative",0.66,5833,19,"R","medicaid","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,16
3594,"default","medicaid is overfunded","list2","list2-D","conservative",0.12,3674,11,"D","medicaid","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,8
3597,"default","medicaid is overfunded","list2","list2-R","conservative",0.2,12983,16,"R","medicaid","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,13
3599,"default","medicaid is overfunded","list2","list2-R","conservative",0.9,5952,4,"R","medicaid","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,1
3600,"default","medicaid is overfunded","list2","list2-D","conservative",0.03,5333,22,"D","medicaid","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,19
3601,"default","medicaid is overfunded","list2","list2-D","conservative",0.1,4264,23,"D","medicaid","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,20
3602,"default","medicaid is overfunded","list2","list2-R","conservative",0.76,5631,11,"R","medicaid","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,8
3603,"default","medicaid is overfunded","list2","list2-D","conservative",0.16,16972,7,"D","medicaid","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,4
3604,"default","medicaid is overfunded","list2","list2-R","conservative",0.82,9792,24,"R","medicaid","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,21
3607,"default","medicaid is overfunded","list2","list2-R","conservative",0.95,12897,7,"R","medicaid","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,4
3610,"default","medicaid is overfunded","list2","list2-D","conservative",0.05,12748,4,"D","medicaid","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,1
3613,"default","medicaid is overfunded","list2","list2-R","conservative",0.59,41571,12,"R","medicaid","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,9
3620,"default","medicaid is underfunded","list1","list1-D","liberal",0.74,9016,19,"D","medicaid","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,16
3591,"default","medicaid is underfunded","list1","list1-D","liberal",0.5,4614,9,"D","medicaid","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,6
3595,"default","medicaid is underfunded","list1","list1-R","liberal",0.51,6066,18,"R","medicaid","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,15
3596,"default","medicaid is underfunded","list1","list1-D","liberal",0.76,5249,19,"D","medicaid","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,16
3605,"default","medicaid is underfunded","list1","list1-R","liberal",0.15,3487,21,"R","medicaid","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,18
3609,"default","medicaid is underfunded","list1","list1-D","liberal",0.99,16497,12,"D","medicaid","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,9
3612,"default","medicaid is underfunded","list1","list1-R","liberal",0.2,6335,15,"R","medicaid","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,12
3615,"default","medicaid is underfunded","list1","list1-R","liberal",0.18,5698,22,"R","medicaid","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,19
3621,"default","medicaid is underfunded","list1","list1-R","liberal",0.21,3612,24,"R","medicaid","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,21
3622,"default","medicaid is underfunded","list1","list1-D","liberal",1,4830,11,"D","medicaid","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,8
3623,"default","medicaid is underfunded","list1","list1-D","liberal",0.86,5593,25,"D","medicaid","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,22
3624,"default","medicaid is underfunded","list1","list1-D","liberal",0.67,5360,8,"D","medicaid","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,5
3625,"default","medicaid is underfunded","list1","list1-R","liberal",0.14,5149,5,"R","medicaid","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,2
3626,"default","medicaid is underfunded","list1","list1-R","liberal",0.29,3933,16,"R","medicaid","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,13
3627,"default","medicaid is underfunded","list1","list1-R","liberal",0.28,4724,17,"R","medicaid","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,14
