"workerid","proliferate.condition.x","CC","SpeakerGender","block1","file","item_type","list","list_genderMaxes","list_whichSpPoliticsFirst","matrix_clause","name","orientation","participant_beliefs","predicate","rt_block1","slide_number_block1","socialInfo","speakerGendersMaxes","topic","whichSpPoliticsFirst","assertiveness_rating","block2","democrat_rating","empathy_rating","femininity_rating","intelligence_rating","republican_rating","rt_block2","slide_number_block2","spBelief_rating","block3","projection","rt_block3","slide_number_block3","true_false","trial","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","state1year","whichAccent","error"
3816,"default","mask mandates are necessary","F","block1","F-D-Elizabeth.png","critical","list1","list1_2","list1_D","Wendy didn't suggest that","Elizabeth","liberal",0.98,"suggest",5664,9,"D",2,"masks","D",1,"block2",0.96,1,1,1,0.01,29089,24,0.98,"block3",0,28000,49,NA,6,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","the minimum wage is too high","M","block1","M-R-Joseph.png","critical","list1","list1_2","list1_D","Ken isn't annoyed that","Joseph","conservative",0.25,"be_annoyed",5841,10,"R",2,"minimum_wage","D",0.56,"block2",0.01,0.58,0.01,0.57,0.98,39074,22,0.66,"block3",1,32449,50,NA,7,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_2","list1_D",NA,NA,NA,0,NA,6600,11,NA,2,"capital","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","the military is overfunded","M","block1","M-D-Tim.png","critical","list1","list1_2","list1_D","Emma doesn't see that","Tim","liberal",0.79,"see",17360,12,"D",2,"military","D",0.98,"block2",1,0.97,0.02,0.96,0,17360,29,0.99,"block3",0.98,9087,58,NA,9,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","the uprising at the Capitol was domestic terrorism","F","block1","F-R-Amy.png","critical","list1","list1_2","list1_D","Glenn didn't confess that","Amy","liberal",0.57,"confess",11305,13,"R",2,"capitol_uprising","D",0.45,"block2",0.02,0.44,0.97,0.44,0.98,18615,26,0,"block3",0.02,47185,41,NA,10,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","the rich are taxed too little","F","block1","F-D-Rachel.png","MC","list1","list1_2","list1_D",NA,"Rachel","liberal",1,NA,8392,14,"D",2,"taxes","D",1,"block2",1,1,1,1,0.02,44809,27,1,"block3",0.98,8775,46,NA,11,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","Trump handled the pandemic badly","F","block1","F-R-Donna.png","critical","list1","list1_2","list1_D","Danny isn't right that","Donna","liberal",0.99,"be_right",5783,15,"R",2,"Trump_pandemic","D",1,"block2",0.02,1,1,1,0.98,27664,36,0.37,"block3",0.02,10919,55,NA,12,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","COVID is a dangerous virus","M","block1","M-D-James.png","critical","list1","list1_2","list1_D","Mary didn't acknowledge","James","liberal",0.98,"acknowledge",4088,16,"D",2,"COVID","D",0.97,"block2",0.97,0.97,0.02,0.98,0.02,21168,34,0.97,"block3",0.97,57425,54,NA,13,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_2","list1_D",NA,NA,NA,0.99,NA,15761,17,NA,2,"elections","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","immigrants steal jobs from Americans","F","block1","F-R-Kimberly.png","critical","list1","list1_2","list1_D","Ben isn't right that","Kimberly","conservative",0.32,"be_right",22488,18,"R",2,"immigrants","D",0.67,"block2",0,0.66,0.98,0.66,0.97,23456,32,0.42,"block3",0,24696,53,NA,15,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3816,"default","closing businesses during COVID was necessary","M","block1","M-R-Eric.png","MC","list1","list1_2","list1_D",NA,"Eric","liberal",0.98,NA,6584,19,"R",2,"lockdown","D",0.69,"block2",0.02,0.65,0.02,0.69,0.99,25930,28,0.54,"block3",0.97,6840,57,NA,16,"default","This survey is about political beliefs, people's impressions and the meaning of statements.","No",36,"Yes","No comments",3,"Male",3,"Ireland",NA,"Rep",0.61,0,0,0,0,0,0,NA,1,NA,"['OK']",NA,NA
3969,"default","the 2020 election was rigged","M","block1","M-D-Daniel.png","critical","list1","list1_1","list1_D","Jen doesn't think that","Daniel","conservative",0,"think",4130,4,"D",1,"2020_election","D",0.53,"block2",1,0.53,0,0.52,0,14130,31,0,"block3",0.21,9748,49,NA,1,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","the minimum wage is too high","F","block1","F-R-Kimberly.png","critical","list1","list1_1","list1_D","Ken doesn't see that","Kimberly","conservative",0,"see",6016,5,"R",1,"minimum_wage","D",0.53,"block2",0,0.7,1,0.52,1,15333,33,0,"block3",0.24,8247,48,NA,2,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_1","list1_D",NA,NA,NA,1,NA,3444,6,NA,1,"elections","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","mask mandates are necessary","M","block1","M-D-Tim.png","critical","list1","list1_1","list1_D","Wendy isn't annoyed that","Tim","liberal",1,"be_annoyed",3149,7,"D",1,"masks","D",0.52,"block2",1,0.76,0,0.5,0,18233,23,0.94,"block3",0.86,7046,46,NA,4,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","the military is overfunded","F","block1","F-D-Lisa.png","critical","list1","list1_1","list1_D","Emma doesn't think that","Lisa","liberal",0.97,"think",3508,8,"D",1,"military","D",0.47,"block2",1,0.68,1,0.52,0,15364,27,0.88,"block3",1,5249,52,NA,5,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","the rich are taxed too little","F","block1","F-D-Rachel.png","MC","list1","list1_1","list1_D",NA,"Rachel","liberal",1,NA,3014,9,"D",1,"taxes","D",0.49,"block2",1,0.83,1,0.5,0,18266,28,0.9,"block3",1,5585,44,NA,6,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_1","list1_D",NA,NA,NA,0,NA,45122,10,NA,1,"capital","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","COVID is a dangerous virus","F","block1","F-D-Michelle.png","critical","list1","list1_1","list1_D","Mary didn't confess that","Michelle","liberal",1,"confess",2337,11,"D",1,"COVID","D",0.49,"block2",1,0.73,1,0.52,0,57437,22,1,"block3",0.89,5559,59,NA,8,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","Trump handled the pandemic badly","M","block1","M-R-Ryan.png","critical","list1","list1_1","list1_D","Danny didn't suggest that","Ryan","liberal",1,"suggest",2860,12,"R",1,"Trump_pandemic","D",0.5,"block2",0,0.28,0,0.49,1,19211,26,0.27,"block3",0.26,16706,41,NA,9,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","Trump's policies damaged the American economy","F","block1","F-R-Amy.png","critical","list1","list1_1","list1_D","Tony doesn't see that","Amy","liberal",1,"see",4173,13,"R",1,"Trump_economy","D",0.5,"block2",0,0.29,0.86,0.5,1,24369,21,0.21,"block3",0.3,7741,50,NA,10,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","immigrants steal jobs from Americans","M","block1","M-R-Jason.png","critical","list1","list1_1","list1_D","Ben didn't suggest that","Jason","conservative",0,"suggest",2603,14,"R",1,"immigrants","D",0.52,"block2",0,0.37,0.1,0.49,1,17969,25,0.8,"block3",0.81,4421,56,NA,11,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","it is too easy to get an abortion","F","block1","F-D-Elizabeth.png","critical","list1","list1_1","list1_D","Grace didn't confess that","Elizabeth","conservative",0.49,"confess",7998,15,"D",1,"abortion","D",0.54,"block2",0.99,0.65,1,0.55,0,18697,32,0.25,"block3",0.23,8805,53,NA,12,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","closing businesses during COVID was necessary","M","block1","M-R-Eric.png","MC","list1","list1_1","list1_D",NA,"Eric","liberal",0.82,NA,4334,16,"R",1,"lockdown","D",0.55,"block2",0,0.33,0,0.49,1,16383,29,0.19,"block3",1,5647,54,NA,13,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","it is too difficult to buy guns","F","block1","F-R-Sarah.png","critical","list1","list1_1","list1_D","Owen didn't say that","Sarah","conservative",0,"say",2795,17,"R",1,"gun_laws","D",0.53,"block2",0,0.43,1,0.5,1,20903,30,0.89,"block3",0.22,8157,58,NA,14,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","the uprising at the Capitol was domestic terrorism","M","block1","M-R-Anthony.png","critical","list1","list1_1","list1_D","Glenn didn't say that","Anthony","liberal",1,"say",3260,18,"R",1,"capitol_uprising","D",0.53,"block2",0,0.34,0,0.48,1,22446,24,0.2,"block3",0.21,9355,42,NA,15,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3969,"default","medicaid is overfunded","M","block1","M-D-James.png","critical","list1","list1_1","list1_D","Allison isn't annoyed that","James","conservative",0,"be_annoyed",3308,19,"D",1,"medicaid","D",0.52,"block2",1,0.74,0,0.53,0,18114,34,0.25,"block3",0.24,8110,43,NA,16,"default","I don't know.","No",29,"Yes",NA,3,"Male",2,"None",NA,"Dem",0,0,0,0,0,0,0,NA,1,"NC","['NC']","None",NA
3760,"default","closing businesses during COVID was necessary","F","block1","F-R-Lily.png","MC","list1","list1_2","list1_D",NA,"Lily","liberal",0.91,NA,10654,4,"R",2,"lockdown","D",0.52,"block2",0,0.44,0.6,0.53,1,24615,31,0.14,"block3",1,4007,47,NA,1,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","it is too easy to get an abortion","M","block1","M-D-James.png","critical","list1","list1_2","list1_D","Grace isn't annoyed that","James","conservative",0,"be_annoyed",4025,5,"D",2,"abortion","D",0.51,"block2",1,0.71,0.42,0.67,0,24319,27,0.06,"block3",0.84,13601,54,NA,2,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","COVID is a dangerous virus","M","block1","M-D-Tim.png","critical","list1","list1_2","list1_D","Mary isn't annoyed that","Tim","liberal",1,"be_annoyed",4610,6,"D",2,"COVID","D",0.49,"block2",1,0.55,0.42,0.53,0,18894,28,0.86,"block3",1,16346,53,NA,3,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_2","list1_D",NA,NA,NA,1,NA,7825,7,NA,2,"elections","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","mask mandates are necessary","F","block1","F-D-Elizabeth.png","critical","list1","list1_2","list1_D","Wendy doesn't know that","Elizabeth","liberal",0.91,"know",8204,8,"D",2,"masks","D",0.43,"block2",1,0.59,0.57,0.51,0,22865,34,0.7,"block3",1,4965,57,NA,5,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","Trump's policies damaged the American economy","M","block1","M-R-Michael.png","critical","list1","list1_2","list1_D","Tony doesn't see that","Michael","liberal",0.83,"see",6729,9,"R",2,"Trump_economy","D",0.6,"block2",0,0.35,0.16,0.48,1,23656,32,0.09,"block3",1,8177,46,NA,6,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_2","list1_D",NA,NA,NA,0,NA,4855,10,NA,2,"capital","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","it is too difficult to buy guns","M","block1","M-R-Joseph.png","critical","list1","list1_2","list1_D","Owen didn't suggest that","Joseph","conservative",0.5,"suggest",9410,11,"R",2,"gun_laws","D",0.7,"block2",0,0.3,0.2,0.31,1,31528,26,0.71,"block3",0.11,8301,50,NA,8,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","the military is overfunded","M","block1","M-D-Daniel.png","critical","list1","list1_2","list1_D","Emma doesn't think that","Daniel","liberal",1,"think",3325,12,"D",2,"military","D",0.54,"block2",1,0.56,0.17,0.53,0,28502,33,0.76,"block3",1,7821,39,NA,9,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","Trump handled the pandemic badly","F","block1","F-R-Donna.png","critical","list1","list1_2","list1_D","Danny didn't hear that","Donna","liberal",1,"hear",3099,13,"R",2,"Trump_pandemic","D",0.56,"block2",0,0.39,0.56,0.5,1,28295,29,0.11,"block3",1,11694,51,NA,10,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","immigrants steal jobs from Americans","F","block1","F-R-Kimberly.png","critical","list1","list1_2","list1_D","Ben didn't hear that","Kimberly","conservative",0,"hear",3129,14,"R",2,"immigrants","D",0.54,"block2",0,0.2,0.26,0.53,1,26125,23,0.86,"block3",1,6343,42,NA,11,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","the minimum wage is too high","M","block1","M-R-Anthony.png","critical","list1","list1_2","list1_D","Ken doesn't see that","Anthony","conservative",0,"see",3975,15,"R",2,"minimum_wage","D",0.72,"block2",0,0.3,0.05,0.37,1,19548,30,0.76,"block3",1,6242,56,NA,12,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","the rich are taxed too little","F","block1","F-D-Rachel.png","MC","list1","list1_2","list1_D",NA,"Rachel","liberal",1,NA,3506,16,"D",2,"taxes","D",0.68,"block2",1,0.79,0.54,0.74,0,22620,35,0.88,"block3",1,8173,38,NA,13,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","the uprising at the Capitol was domestic terrorism","F","block1","F-R-Amy.png","critical","list1","list1_2","list1_D","Glenn didn't suggest that","Amy","liberal",1,"suggest",6876,17,"R",2,"capitol_uprising","D",0.46,"block2",0,0.26,0.48,0.53,1,42695,21,0.06,"block3",0.19,14611,49,NA,14,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","medicaid is overfunded","F","block1","F-D-Helen.png","critical","list1","list1_2","list1_D","Allison doesn't know that","Helen","conservative",0,"know",3594,18,"D",2,"medicaid","D",0.42,"block2",1,0.65,0.57,0.59,0,36025,24,0.16,"block3",1,7557,40,NA,15,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3760,"default","the 2020 election was rigged","F","block1","F-D-Lisa.png","critical","list1","list1_2","list1_D","Jen doesn't think that","Lisa","conservative",0,"think",3052,19,"D",2,"2020_election","D",0.5,"block2",1,0.64,0.64,0.58,0,25861,36,0,"block3",0.2,19169,55,NA,16,"default","How people perceive other people's intelligence, etc., based on whether they think they'll agree with them politically and so on, and probably associated with age and gender and so on.","Yes",34,"Yes","Just an FYI that I currently live in Wisconsin (in the demographic information), but I haven't lived here for a year yet, so I didn't include it in the list of states I have lived in for a year or more.",4,"Male",0,NA,"I'm an anarchist","Other",0,0,0,0,0,0,0,NA,1,"WI","['MI', 'OR', 'WA']","regional (US rural western)",NA
3893,"default","COVID is a dangerous virus","M","block1","M-R-Michael.png","critical","list1","list1_1","list1_R","Mary doesn't think that","Michael","liberal",0.8,"think",4010,4,"R",1,"COVID","R",0.46,"block2",0.03,0.46,0.45,0.46,1,27194,36,0,"block3",0.66,5841,49,NA,1,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","the 2020 election was rigged","F","block1","F-R-Kimberly.png","critical","list1","list1_1","list1_R","Jen isn't annoyed that","Kimberly","conservative",0,"be_annoyed",3282,5,"R",1,"2020_election","R",0.45,"block2",0,0.48,0.47,0.45,0.97,25410,32,0.89,"block3",0.75,7106,50,NA,2,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","the military is overfunded","M","block1","M-R-Ryan.png","critical","list1","list1_1","list1_R","Emma isn't annoyed that","Ryan","liberal",0.72,"be_annoyed",3555,6,"R",1,"military","R",0.46,"block2",0.01,0.45,0.3,0.46,0.98,18261,25,0.03,"block3",0.5,7185,41,NA,3,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_1","list1_R",NA,NA,NA,0.02,NA,3978,7,NA,1,"capital","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_1","list1_R",NA,NA,NA,0.98,NA,3506,8,NA,1,"elections","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","immigrants steal jobs from Americans","F","block1","F-D-Anna.png","critical","list1","list1_1","list1_R","Ben didn't pretend that","Anna","conservative",0.12,"pretend",3101,9,"D",1,"immigrants","R",0.49,"block2",0.99,0.74,0.67,0.47,0,98985,22,0.17,"block3",0.36,4009,58,NA,6,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","mask mandates are necessary","F","block1","F-R-Donna.png","critical","list1","list1_1","list1_R","Wendy doesn't see that","Donna","liberal",0.85,"see",42530,10,"R",1,"masks","R",0.46,"block2",0.02,0.51,0.51,0.46,0.97,60432,26,0.04,"block3",0.03,7566,39,NA,7,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","it is too difficult to buy guns","M","block1","M-D-Daniel.png","critical","list1","list1_1","list1_R","Owen didn't acknowledge","Daniel","conservative",0.02,"acknowledge",3225,11,"D",1,"gun_laws","R",0.47,"block2",0.98,0.47,0.5,0.47,0.01,17068,31,0.07,"block3",0.64,6915,56,NA,8,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
3893,"default","it is too easy to get an abortion","M","block1","M-R-Joseph.png","critical","list1","list1_1","list1_R","Grace doesn't think that","Joseph","conservative",0.27,"think",7249,12,"R",1,"abortion","R",0.47,"block2",0.01,0.49,0.48,0.47,0.99,18711,30,0.94,"block3",0.63,6436,46,NA,9,"default","not sure","No",27,"Yes",NA,3,"Female",3,"English",NA,"Dem",0.18,0,0,0,0,0,1,"Middle Eastern",1,"IL","['IL']",NA,NA
