workerid,proliferate.condition,CC,SpeakerGender,assertiveness_rating,block,democrat_rating,empathy_rating,femininity_rating,file,intelligence_rating,item_type,list,list_genderMaxes,list_whichSpPoliticsFirst,matrix_clause,name,orientation,participant_beliefs,predicate,projection,republican_rating,rt,slide_number_in_experiment,socialInfo,spBelief_rating,speakerGendersMaxes,topic,true_false,whichSpPoliticsFirst,error
3910,default,COVID is a dangerous virus,F,0.79,block2,0.01,0.78,0.81,F-R-Kimberly.png,0.77,critical,list1,list1_1,list1_R,Mary isn't annoyed that,Kimberly,liberal,,be_annoyed,,1,21590,27,R,0.1,1,COVID,,R,
3910,default,immigrants steal jobs from Americans,M,0.68,block2,1,0.63,0.14,M-D-John.png,0.65,critical,list1,list1_1,list1_R,Ben didn't confess that,John,conservative,,confess,,0,38623,28,D,0.49,1,immigrants,,R,
3910,default,the military is overfunded,M,0.8,block2,0,0.8,0.06,M-R-Jason.png,0.81,critical,list1,list1_1,list1_R,Emma didn't say that,Jason,liberal,,say,,1,20415,29,R,1,1,military,,R,
3910,default,the uprising at the Capitol was domestic terrorism,F,0.75,block2,0.96,0.7,0.72,F-D-Helen.png,0.63,critical,list1,list1_1,list1_R,Glenn didn't acknowledge,Helen,liberal,,acknowledge,,0,36015,30,D,0.99,1,capitol_uprising,,R,
3910,default,there are too many environmental laws,F,0.82,block2,0.99,0.71,0.62,F-D-Veronica.png,0.62,itIsT_F,list1,list1_1,list1_R,NA,Veronica,conservative,,NA,,0.03,21682,31,D,0.1,1,environment,,R,
3910,default,it is too difficult to buy guns,M,0.54,block2,0.97,0.62,0.15,M-D-Daniel.png,0.55,critical,list1,list1_1,list1_R,Owen didn't acknowledge,Daniel,conservative,,acknowledge,,0.02,28055,32,D,0.01,1,gun_laws,,R,
3910,default,the rich are taxed too little,M,0.76,block2,0.11,0.66,0.13,M-R-Eric.png,0.69,MC,list1,list1_1,list1_R,NA,Eric,liberal,,NA,,0.87,88253,33,R,0.88,1,taxes,,R,
3910,default,Trump handled the pandemic badly,M,0.56,block2,1,0.7,0.25,M-D-Tim.png,0.56,critical,list1,list1_1,list1_R,Danny didn't confess that,Tim,liberal,,confess,,0,23408,34,D,0.97,1,Trump_pandemic,,R,
3910,default,it is too easy to get an abortion,F,0.73,block2,0.02,0.79,0.82,F-R-Donna.png,0.75,critical,list1,list1_1,list1_R,Grace isn't annoyed that,Donna,conservative,,be_annoyed,,0.99,21464,35,R,0.87,1,abortion,,R,
3910,default,Trump's policies damaged the American economy,F,0.75,block2,0.98,0.78,0.77,F-D-Michelle.png,0.73,critical,list1,list1_1,list1_R,Tony isn't right that,Michelle,liberal,,be_right,,0,43175,36,D,0.9,1,Trump_economy,,R,
3910,default,COVID is a dangerous virus,F,,block3,,,,F-R-Kimberly.png,,critical,list1,list1_1,list1_R,Mary isn't annoyed that,Kimberly,liberal,,be_annoyed,0,,119594,38,R,,1,COVID,NA,R,
3910,default,the fundraiser was postponed,M,,block3,,,,M-D-James.png,,critical,list1,list1_1,list1_R,Liam didn't confess that,James,N,,confess,0.13,,15919,39,D,,1,fundraiser,NA,R,
3910,default,the uprising at the Capitol was domestic terrorism,F,,block3,,,,F-D-Helen.png,,critical,list1,list1_1,list1_R,Glenn didn't acknowledge,Helen,liberal,,acknowledge,0.05,,32795,40,D,,1,capitol_uprising,NA,R,
3910,default,the 2020 election was rigged,F,,block3,,,,F-R-Amy.png,,critical,list1,list1_1,list1_R,Jen didn't say that,Amy,conservative,,say,0,,7040,41,R,,1,2020_election,NA,R,
3910,default,there are too few restrictions on welfare benefits,F,,block3,,,,F-R-Lily.png,,itIsT_F,list1,list1_1,list1_R,NA,Lily,conservative,,NA,0.77,,19664,42,R,,1,welfare,false,R,
3910,default,the military is overfunded,M,,block3,,,,M-R-Jason.png,,critical,list1,list1_1,list1_R,Emma didn't say that,Jason,liberal,,say,0.63,,20272,43,R,,1,military,NA,R,
3910,default,Trump's policies damaged the American economy,F,,block3,,,,F-D-Michelle.png,,critical,list1,list1_1,list1_R,Tony isn't right that,Michelle,liberal,,be_right,0.07,,10136,44,D,,1,Trump_economy,NA,R,
3910,default,medicaid is overfunded,M,,block3,,,,M-R-Michael.png,,critical,list1,list1_1,list1_R,Allison doesn't think that,Michael,conservative,,think,0.88,,7972,45,R,,1,medicaid,NA,R,
3910,default,the event started late,F,,block3,,,,F-R-Sarah.png,,critical,list1,list1_1,list1_R,Amelia isn't annoyed that,Sarah,N,,be_annoyed,0.49,,46967,46,R,,1,late,NA,R,
3910,default,the next event was rescheduled,F,,block3,,,,F-D-Lisa.png,,critical,list1,list1_1,list1_R,Noah didn't acknowledge,Lisa,N,,acknowledge,0.11,,12575,47,D,,1,next_event,NA,R,
3910,default,closing businesses during COVID was necessary,F,,block3,,,,F-D-Rachel.png,,MC,list1,list1_1,list1_R,NA,Rachel,liberal,,NA,0.98,,21295,48,D,,1,lockdown,NA,R,
3910,default,it is too easy to get an abortion,F,,block3,,,,F-R-Donna.png,,critical,list1,list1_1,list1_R,Grace isn't annoyed that,Donna,conservative,,be_annoyed,0.18,,12471,49,R,,1,abortion,NA,R,
3910,default,immigrants steal jobs from Americans,M,,block3,,,,M-D-John.png,,critical,list1,list1_1,list1_R,Ben didn't confess that,John,conservative,,confess,0.12,,10119,50,D,,1,immigrants,NA,R,
3910,default,there are fewer participants this week,M,,block3,,,,M-R-Ryan.png,,critical,list1,list1_1,list1_R,Chloe didn't say that,Ryan,N,,say,0.04,,15334,51,R,,1,participants,NA,R,
3910,default,Trump handled the pandemic badly,M,,block3,,,,M-D-Tim.png,,critical,list1,list1_1,list1_R,Danny didn't confess that,Tim,liberal,,confess,0.38,,26367,52,D,,1,Trump_pandemic,NA,R,
3910,default,it is too difficult to buy guns,M,,block3,,,,M-D-Daniel.png,,critical,list1,list1_1,list1_R,Owen didn't acknowledge,Daniel,conservative,,acknowledge,0.05,,11535,53,D,,1,gun_laws,NA,R,
3910,default,there are too many environmental laws,F,,block3,,,,F-D-Veronica.png,,itIsT_F,list1,list1_1,list1_R,NA,Veronica,conservative,,NA,0.83,,15639,54,D,,1,environment,true,R,
3910,default,the rich are taxed too little,M,,block3,,,,M-R-Eric.png,,MC,list1,list1_1,list1_R,NA,Eric,liberal,,NA,0.94,,18976,55,R,,1,taxes,NA,R,
3910,default,the previous meeting minutes were sent,F,,block3,,,,F-D-Elizabeth.png,,critical,list1,list1_1,list1_R,Ethan isn't right that,Elizabeth,N,,be_right,0.07,,9864,56,D,,1,minutes,NA,R,
3910,default,the registration due date is next week,M,,block3,,,,M-R-Anthony.png,,critical,list1,list1_1,list1_R,Leah doesn't think that,Anthony,N,,think,0.74,,8415,57,R,,1,registration,NA,R,
3910,default,the minimum wage is too high,F,,block3,,,,F-D-Anna.png,,critical,list1,list1_1,list1_R,Ken isn't right that,Anna,conservative,,be_right,0.59,,13167,58,D,,1,minimum_wage,NA,R,
3910,default,mask mandates are necessary,M,,block3,,,,M-R-Joseph.png,,critical,list1,list1_1,list1_R,Wendy doesn't think that,Joseph,liberal,,think,0.92,,6879,59,R,,1,masks,NA,R,
4006,default,it is too hard to get an abortion,F,,block1,,,,F-D-Lisa.png,,critical,list2,list2_2,list2_D,Grace doesn't see that,Lisa,liberal,0.3,see,,,5021,4,D,,2,abortion,,D,
4006,default,the minimum wage is too low,F,,block1,,,,F-R-Sarah.png,,critical,list2,list2_2,list2_D,Ken isn't right that,Sarah,liberal,1,be_right,,,3591,5,R,,2,minimum_wage,,D,
4006,default,U.S. presidential elections are held in November,NA,,block1,,,,NA.png,,O,list2,list2_2,list2_D,NA,NA,NA,1,NA,,,12983,6,NA,,2,elections,,D,
4006,default,the rich are taxed too much,F,,block1,,,,F-D-Rachel.png,,MC,list2,list2_2,list2_D,NA,Rachel,conservative,0.07,NA,,,2616,7,D,,2,taxes,,D,
4006,default,mask mandates are unnecessary,M,,block1,,,,M-D-John.png,,critical,list2,list2_2,list2_D,Wendy didn't confess that,John,conservative,0,confess,,,3208,8,D,,2,masks,,D,
4006,default,the capital of the US is in Ohio,NA,,block1,,,,NA.png,,O,list2,list2_2,list2_D,NA,NA,NA,0,NA,,,3815,9,NA,,2,capital,,D,
4006,default,COVID is an overhyped virus,F,,block1,,,,F-D-Michelle.png,,critical,list2,list2_2,list2_D,Mary doesn't see that,Michelle,conservative,0,see,,,2103,10,D,,2,COVID,,D,
4006,default,the uprising at the Capitol was patriotic,M,,block1,,,,M-R-Michael.png,,critical,list2,list2_2,list2_D,Glenn didn't admit that,Michael,conservative,0,admit,,,2295,11,R,,2,capitol_uprising,,D,
4006,default,Trump's policies improved the American economy,F,,block1,,,,F-R-Donna.png,,critical,list2,list2_2,list2_D,Tony isn't right that,Donna,conservative,0.75,be_right,,,3736,12,R,,2,Trump_economy,,D,
4006,default,medicaid is underfunded,M,,block1,,,,M-D-James.png,,critical,list2,list2_2,list2_D,Allison didn't confess that,James,liberal,0.77,confess,,,3799,13,D,,2,medicaid,,D,
4006,default,immigrants support the economy,M,,block1,,,,M-R-Jason.png,,critical,list2,list2_2,list2_D,Ben didn't say that,Jason,liberal,1,say,,,2103,14,R,,2,immigrants,,D,
4006,default,Trump handled the pandemic well,M,,block1,,,,M-R-Joseph.png,,critical,list2,list2_2,list2_D,Danny didn't say that,Joseph,conservative,0.09,say,,,2480,15,R,,2,Trump_pandemic,,D,
4006,default,the 2020 election was legitimate,M,,block1,,,,M-D-Tim.png,,critical,list2,list2_2,list2_D,Jen doesn't know that,Tim,liberal,1,know,,,2311,16,D,,2,2020_election,,D,
4006,default,the military is underfunded,F,,block1,,,,F-D-Anna.png,,critical,list2,list2_2,list2_D,Emma doesn't know that,Anna,conservative,0.25,know,,,2647,17,D,,2,military,,D,
4006,default,closing businesses during COVID was unnecessary,F,,block1,,,,F-R-Lily.png,,MC,list2,list2_2,list2_D,NA,Lily,conservative,0,NA,,,3535,18,R,,2,lockdown,,D,
4006,default,it is too easy to buy guns,F,,block1,,,,F-R-Kimberly.png,,critical,list2,list2_2,list2_D,Owen didn't admit that,Kimberly,liberal,0.93,admit,,,3207,19,R,,2,gun_laws,,D,
4006,default,the rich are taxed too much,F,0.55,block2,1,0.82,0.84,F-D-Rachel.png,0.77,MC,list2,list2_2,list2_D,NA,Rachel,conservative,,NA,,0,30461,21,D,0.86,2,taxes,,D,
4006,default,it is too easy to buy guns,F,0.56,block2,0,0.76,0.75,F-R-Kimberly.png,0.78,critical,list2,list2_2,list2_D,Owen didn't admit that,Kimberly,liberal,,admit,,1,20823,22,R,0.22,2,gun_laws,,D,
4006,default,the military is underfunded,F,0.61,block2,1,0.76,0.76,F-D-Anna.png,0.77,critical,list2,list2_2,list2_D,Emma doesn't know that,Anna,conservative,,know,,0,20648,23,D,0.2,2,military,,D,
4006,default,Trump's policies improved the American economy,F,0.69,block2,0,0.72,0.71,F-R-Donna.png,0.57,critical,list2,list2_2,list2_D,Tony isn't right that,Donna,conservative,,be_right,,1,26784,24,R,1,2,Trump_economy,,D,
4006,default,the uprising at the Capitol was patriotic,M,0.69,block2,0,0.63,0.07,M-R-Michael.png,0.51,critical,list2,list2_2,list2_D,Glenn didn't admit that,Michael,conservative,,admit,,1,23656,25,R,0.74,2,capitol_uprising,,D,
4006,default,there are too many restrictions on welfare benefits,F,0.66,block2,1,0.76,0.77,F-D-Veronica.png,0.76,itIsT_F,list2,list2_2,list2_D,NA,Veronica,liberal,,NA,,0,16273,26,D,0.73,2,welfare,,D,
4006,default,closing businesses during COVID was unnecessary,F,0.48,block2,0,0.57,0.74,F-R-Lily.png,0.54,MC,list2,list2_2,list2_D,NA,Lily,conservative,,NA,,1,23743,27,R,0.75,2,lockdown,,D,
4006,default,immigrants support the economy,M,0.65,block2,0,0.65,0.06,M-R-Jason.png,0.53,critical,list2,list2_2,list2_D,Ben didn't say that,Jason,liberal,,say,,1,37543,28,R,0.44,2,immigrants,,D,
4006,default,medicaid is underfunded,M,0.78,block2,1,0.79,0.08,M-D-James.png,0.77,critical,list2,list2_2,list2_D,Allison didn't confess that,James,liberal,,confess,,0,24264,29,D,0.72,2,medicaid,,D,
4006,default,mask mandates are unnecessary,M,0.79,block2,1,0.82,0.05,M-D-John.png,0.81,critical,list2,list2_2,list2_D,Wendy didn't confess that,John,conservative,,confess,,0,18168,30,D,0.26,2,masks,,D,
4006,default,there are too few environmental laws,M,0.58,block2,0,0.38,0,M-R-Eric.png,0.51,itIsT_F,list2,list2_2,list2_D,NA,Eric,liberal,,NA,,1,19672,31,R,0.04,2,environment,,D,
4006,default,the 2020 election was legitimate,M,0.64,block2,1,0.69,0.04,M-D-Tim.png,0.68,critical,list2,list2_2,list2_D,Jen doesn't know that,Tim,liberal,,know,,0,147895,32,D,0.86,2,2020_election,,D,
4006,default,the minimum wage is too low,F,0.73,block2,0,0.51,0.62,F-R-Sarah.png,0.68,critical,list2,list2_2,list2_D,Ken isn't right that,Sarah,liberal,,be_right,,1,33184,33,R,0.09,2,minimum_wage,,D,
4006,default,it is too hard to get an abortion,F,0.66,block2,1,0.82,0.82,F-D-Lisa.png,0.82,critical,list2,list2_2,list2_D,Grace doesn't see that,Lisa,liberal,,see,,0,33248,34,D,0.15,2,abortion,,D,
4006,default,Trump handled the pandemic well,M,0.7,block2,0,0.05,0,M-R-Joseph.png,0.42,critical,list2,list2_2,list2_D,Danny didn't say that,Joseph,conservative,,say,,1,15216,35,R,0.83,2,Trump_pandemic,,D,
4006,default,COVID is an overhyped virus,F,0.47,block2,1,0.59,0.7,F-D-Michelle.png,0.59,critical,list2,list2_2,list2_D,Mary doesn't see that,Michelle,conservative,,see,,0,16496,36,D,0.51,2,COVID,,D,
4006,default,Trump's policies improved the American economy,F,,block3,,,,F-R-Donna.png,,critical,list2,list2_2,list2_D,Tony isn't right that,Donna,conservative,,be_right,0,,18381,38,R,,2,Trump_economy,NA,D,
4006,default,the organizers' contact info is outdated,M,,block3,,,,M-R-Anthony.png,,critical,list2,list2_2,list2_D,Noah didn't admit that,Anthony,N,,admit,1,,7632,39,R,,2,contact,NA,D,
4006,default,the 2020 election was legitimate,M,,block3,,,,M-D-Tim.png,,critical,list2,list2_2,list2_D,Jen doesn't know that,Tim,liberal,,know,1,,6783,40,D,,2,2020_election,NA,D,
4006,default,there are too few environmental laws,M,,block3,,,,M-R-Eric.png,,itIsT_F,list2,list2_2,list2_D,NA,Eric,liberal,,NA,1,,12743,41,R,,2,environment,true,D,
4006,default,the rich are taxed too much,F,,block3,,,,F-D-Rachel.png,,MC,list2,list2_2,list2_D,NA,Rachel,conservative,,NA,1,,7727,42,D,,2,taxes,NA,D,
4006,default,closing businesses during COVID was unnecessary,F,,block3,,,,F-R-Lily.png,,MC,list2,list2_2,list2_D,NA,Lily,conservative,,NA,1,,8472,43,R,,2,lockdown,NA,D,
4006,default,Trump handled the pandemic well,M,,block3,,,,M-R-Joseph.png,,critical,list2,list2_2,list2_D,Danny didn't say that,Joseph,conservative,,say,1,,6544,44,R,,2,Trump_pandemic,NA,D,
4006,default,the minimum wage is too low,F,,block3,,,,F-R-Sarah.png,,critical,list2,list2_2,list2_D,Ken isn't right that,Sarah,liberal,,be_right,0,,5752,45,R,,2,minimum_wage,NA,D,
4006,default,there are too many restrictions on welfare benefits,F,,block3,,,,F-D-Veronica.png,,itIsT_F,list2,list2_2,list2_D,NA,Veronica,liberal,,NA,0,,8111,46,D,,2,welfare,false,D,
4006,default,it is too easy to buy guns,F,,block3,,,,F-R-Kimberly.png,,critical,list2,list2_2,list2_D,Owen didn't admit that,Kimberly,liberal,,admit,1,,5823,47,R,,2,gun_laws,NA,D,
4006,default,last month's newsletter was sent late,M,,block3,,,,M-R-Ryan.png,,critical,list2,list2_2,list2_D,Liam didn't say that,Ryan,N,,say,1,,6216,48,R,,2,newsletter,NA,D,
4006,default,the uprising at the Capitol was patriotic,M,,block3,,,,M-R-Michael.png,,critical,list2,list2_2,list2_D,Glenn didn't admit that,Michael,conservative,,admit,1,,7664,49,R,,2,capitol_uprising,NA,D,
4006,default,the military is underfunded,F,,block3,,,,F-D-Anna.png,,critical,list2,list2_2,list2_D,Emma doesn't know that,Anna,conservative,,know,1,,4232,50,D,,2,military,NA,D,
4006,default,medicaid is underfunded,M,,block3,,,,M-D-James.png,,critical,list2,list2_2,list2_D,Allison didn't confess that,James,liberal,,confess,1,,2880,51,D,,2,medicaid,NA,D,
4006,default,it is too hard to get an abortion,F,,block3,,,,F-D-Lisa.png,,critical,list2,list2_2,list2_D,Grace doesn't see that,Lisa,liberal,,see,1,,4496,52,D,,2,abortion,NA,D,
4006,default,these events are well-organized,M,,block3,,,,M-D-Daniel.png,,critical,list2,list2_2,list2_D,Leah didn't confess that,Daniel,N,,confess,1,,5680,53,D,,2,organized,NA,D,
4006,default,the agenda is longer than usual today,F,,block3,,,,F-R-Amy.png,,critical,list2,list2_2,list2_D,Ethan isn't right that,Amy,N,,be_right,0,,7776,54,R,,2,agenda,NA,D,
4006,default,the event was advertised on social media,F,,block3,,,,F-D-Helen.png,,critical,list2,list2_2,list2_D,Chloe doesn't know that,Helen,N,,know,1,,6495,55,D,,2,social_media,NA,D,
4006,default,immigrants support the economy,M,,block3,,,,M-R-Jason.png,,critical,list2,list2_2,list2_D,Ben didn't say that,Jason,liberal,,say,1,,7216,56,R,,2,immigrants,NA,D,
4006,default,COVID is an overhyped virus,F,,block3,,,,F-D-Michelle.png,,critical,list2,list2_2,list2_D,Mary doesn't see that,Michelle,conservative,,see,0,,4511,57,D,,2,COVID,NA,D,
4006,default,the break will be shortened today,F,,block3,,,,F-D-Elizabeth.png,,critical,list2,list2_2,list2_D,Amelia doesn't see that,Elizabeth,N,,see,1,,6367,58,D,,2,break,NA,D,
4006,default,mask mandates are unnecessary,M,,block3,,,,M-D-John.png,,critical,list2,list2_2,list2_D,Wendy didn't confess that,John,conservative,,confess,1,,4856,59,D,,2,masks,NA,D,
3890,default,the rich are taxed too much,M,,block1,,,,M-R-Eric.png,,MC,list2,list2_1,list2_R,NA,Eric,conservative,0,NA,,,11084,4,R,,1,taxes,,R,
3890,default,COVID is an overhyped virus,M,,block1,,,,M-R-Anthony.png,,critical,list2,list2_1,list2_R,Mary didn't confess that,Anthony,conservative,1,confess,,,8735,5,R,,1,COVID,,R,
3890,default,the uprising at the Capitol was patriotic,M,,block1,,,,M-D-Daniel.png,,critical,list2,list2_1,list2_R,Glenn doesn't see that,Daniel,conservative,0,see,,,7040,6,D,,1,capitol_uprising,,R,
3890,default,the military is underfunded,F,,block1,,,,F-R-Sarah.png,,critical,list2,list2_1,list2_R,Emma didn't hear that,Sarah,conservative,0,hear,,,9967,7,R,,1,military,,R,
3890,default,medicaid is underfunded,F,,block1,,,,F-R-Amy.png,,critical,list2,list2_1,list2_R,Allison didn't say that,Amy,liberal,1,say,,,5648,8,R,,1,medicaid,,R,
3890,default,closing businesses during COVID was unnecessary,F,,block1,,,,F-D-Rachel.png,,MC,list2,list2_1,list2_R,NA,Rachel,conservative,0,NA,,,8560,9,D,,1,lockdown,,R,
3890,default,the capital of the US is in Ohio,NA,,block1,,,,NA.png,,O,list2,list2_1,list2_R,NA,NA,NA,0,NA,,,8416,10,NA,,1,capital,,R,
3890,default,it is too easy to buy guns,F,,block1,,,,F-D-Elizabeth.png,,critical,list2,list2_1,list2_R,Owen doesn't see that,Elizabeth,liberal,1,see,,,6720,11,D,,1,gun_laws,,R,
3890,default,Trump's policies improved the American economy,M,,block1,,,,M-D-Tim.png,,critical,list2,list2_1,list2_R,Tony doesn't know that,Tim,conservative,0,know,,,6904,12,D,,1,Trump_economy,,R,
3890,default,the 2020 election was legitimate,M,,block1,,,,M-R-Jason.png,,critical,list2,list2_1,list2_R,Jen didn't hear that,Jason,liberal,1,hear,,,6520,13,R,,1,2020_election,,R,
3890,default,it is too hard to get an abortion,M,,block1,,,,M-R-Joseph.png,,critical,list2,list2_1,list2_R,Grace didn't confess that,Joseph,liberal,0,confess,,,7928,14,R,,1,abortion,,R,
3890,default,the minimum wage is too low,M,,block1,,,,M-D-John.png,,critical,list2,list2_1,list2_R,Ken doesn't know that,John,liberal,1,know,,,8463,15,D,,1,minimum_wage,,R,
3890,default,U.S. presidential elections are held in November,NA,,block1,,,,NA.png,,O,list2,list2_1,list2_R,NA,NA,NA,1,NA,,,30911,16,NA,,1,elections,,R,
3890,default,mask mandates are unnecessary,F,,block1,,,,F-R-Donna.png,,critical,list2,list2_1,list2_R,Wendy didn't say that,Donna,conservative,0.54,say,,,7536,17,R,,1,masks,,R,
3890,default,Trump handled the pandemic well,F,,block1,,,,F-D-Michelle.png,,critical,list2,list2_1,list2_R,Danny didn't acknowledge,Michelle,conservative,0,acknowledge,,,4552,18,D,,1,Trump_pandemic,,R,
3890,default,immigrants support the economy,F,,block1,,,,F-D-Anna.png,,critical,list2,list2_1,list2_R,Ben didn't acknowledge,Anna,liberal,1,acknowledge,,,6496,19,D,,1,immigrants,,R,
3890,default,the minimum wage is too low,M,0.54,block2,0,0,0,M-D-John.png,0.52,critical,list2,list2_1,list2_R,Ken doesn't know that,John,liberal,,know,,1,41553,21,D,0,1,minimum_wage,,R,
3890,default,mask mandates are unnecessary,F,0.4,block2,0,0.41,0.45,F-R-Donna.png,0.37,critical,list2,list2_1,list2_R,Wendy didn't say that,Donna,conservative,,say,,1,47431,22,R,0,1,masks,,R,
3890,default,the 2020 election was legitimate,M,0.45,block2,1,0.49,0,M-R-Jason.png,0.44,critical,list2,list2_1,list2_R,Jen didn't hear that,Jason,liberal,,hear,,0,43832,23,R,1,1,2020_election,,R,
3890,default,it is too hard to get an abortion,M,0,block2,0,1,0,M-R-Joseph.png,0.56,critical,list2,list2_1,list2_R,Grace didn't confess that,Joseph,liberal,,confess,,1,42167,24,R,0,1,abortion,,R,
3890,default,there are too few environmental laws,F,1,block2,0,0,1,F-D-Veronica.png,1,itIsT_F,list2,list2_1,list2_R,NA,Veronica,liberal,,NA,,1,37527,25,D,1,1,environment,,R,
3890,default,there are too many restrictions on welfare benefits,F,1,block2,0,1,1,F-R-Lily.png,0.87,itIsT_F,list2,list2_1,list2_R,NA,Lily,liberal,,NA,,1,49600,26,R,0,1,welfare,,R,
3890,default,Trump's policies improved the American economy,M,0,block2,0.04,0,1,M-D-Tim.png,0.48,critical,list2,list2_1,list2_R,Tony doesn't know that,Tim,conservative,,know,,1,28399,27,D,1,1,Trump_economy,,R,
3890,default,it is too easy to buy guns,F,1,block2,0,0.02,0.45,F-D-Elizabeth.png,0.45,critical,list2,list2_1,list2_R,Owen doesn't see that,Elizabeth,liberal,,see,,1,35079,28,D,1,1,gun_laws,,R,
3890,default,the rich are taxed too much,M,1,block2,0.03,1,0,M-R-Eric.png,1,MC,list2,list2_1,list2_R,NA,Eric,conservative,,NA,,1,65567,29,R,1,1,taxes,,R,
3890,default,the uprising at the Capitol was patriotic,M,1,block2,0,0,0,M-D-Daniel.png,0.47,critical,list2,list2_1,list2_R,Glenn doesn't see that,Daniel,conservative,,see,,1,33407,30,D,1,1,capitol_uprising,,R,
3890,default,immigrants support the economy,F,1,block2,1,0,1,F-D-Anna.png,0.45,critical,list2,list2_1,list2_R,Ben didn't acknowledge,Anna,liberal,,acknowledge,,1,39928,31,D,1,1,immigrants,,R,
3890,default,COVID is an overhyped virus,M,1,block2,0,0,0,M-R-Anthony.png,0,critical,list2,list2_1,list2_R,Mary didn't confess that,Anthony,conservative,,confess,,1,72831,32,R,0,1,COVID,,R,
3890,default,medicaid is underfunded,F,0.44,block2,0.81,0.45,0.94,F-R-Amy.png,0.47,critical,list2,list2_1,list2_R,Allison didn't say that,Amy,liberal,,say,,0.05,26063,33,R,0.03,1,medicaid,,R,
3890,default,closing businesses during COVID was unnecessary,F,0.02,block2,1,1,1,F-D-Rachel.png,0.95,MC,list2,list2_1,list2_R,NA,Rachel,conservative,,NA,,0,29104,34,D,0.03,1,lockdown,,R,
3890,default,the military is underfunded,F,0.06,block2,1,0.95,1,F-R-Sarah.png,0.7,critical,list2,list2_1,list2_R,Emma didn't hear that,Sarah,conservative,,hear,,0.04,31287,35,R,0.99,1,military,,R,
3890,default,Trump handled the pandemic well,F,0.05,block2,0.97,0.94,1,F-D-Michelle.png,0.7,critical,list2,list2_1,list2_R,Danny didn't acknowledge,Michelle,conservative,,acknowledge,,0.07,21791,36,D,0,1,Trump_pandemic,,R,
3890,default,last month's newsletter was sent late,F,,block3,,,,F-D-Lisa.png,,critical,list2,list2_1,list2_R,Liam didn't acknowledge,Lisa,N,,acknowledge,0.99,,28499,38,D,,1,newsletter,NA,R,
3890,default,medicaid is underfunded,F,,block3,,,,F-R-Amy.png,,critical,list2,list2_1,list2_R,Allison didn't say that,Amy,liberal,,say,0,,22671,39,R,,1,medicaid,NA,R,
3890,default,the military is underfunded,F,,block3,,,,F-R-Sarah.png,,critical,list2,list2_1,list2_R,Emma didn't hear that,Sarah,conservative,,hear,0,,10807,40,R,,1,military,NA,R,
3890,default,Trump handled the pandemic well,F,,block3,,,,F-D-Michelle.png,,critical,list2,list2_1,list2_R,Danny didn't acknowledge,Michelle,conservative,,acknowledge,0.98,,8823,41,D,,1,Trump_pandemic,NA,R,
3890,default,the event was advertised on social media,M,,block3,,,,M-R-Ryan.png,,critical,list2,list2_1,list2_R,Chloe didn't hear that,Ryan,N,,hear,0.99,,14647,42,R,,1,social_media,NA,R,
3890,default,the rich are taxed too much,M,,block3,,,,M-R-Eric.png,,MC,list2,list2_1,list2_R,NA,Eric,conservative,,NA,0.98,,7055,43,R,,1,taxes,NA,R,
3890,default,COVID is an overhyped virus,M,,block3,,,,M-R-Anthony.png,,critical,list2,list2_1,list2_R,Mary didn't confess that,Anthony,conservative,,confess,0.98,,38710,44,R,,1,COVID,NA,R,
3890,default,the uprising at the Capitol was patriotic,M,,block3,,,,M-D-Daniel.png,,critical,list2,list2_1,list2_R,Glenn doesn't see that,Daniel,conservative,,see,0.99,,14215,45,D,,1,capitol_uprising,NA,R,
3890,default,the 2020 election was legitimate,M,,block3,,,,M-R-Jason.png,,critical,list2,list2_1,list2_R,Jen didn't hear that,Jason,liberal,,hear,0.97,,8519,46,R,,1,2020_election,NA,R,
3890,default,the break will be shortened today,M,,block3,,,,M-R-Michael.png,,critical,list2,list2_1,list2_R,Amelia didn't confess that,Michael,N,,confess,0.97,,6111,47,R,,1,break,NA,R,
3890,default,it is too easy to buy guns,F,,block3,,,,F-D-Elizabeth.png,,critical,list2,list2_1,list2_R,Owen doesn't see that,Elizabeth,liberal,,see,0.97,,6679,48,D,,1,gun_laws,NA,R,
3890,default,there are too many restrictions on welfare benefits,F,,block3,,,,F-R-Lily.png,,itIsT_F,list2,list2_1,list2_R,NA,Lily,liberal,,NA,0.99,,6919,49,R,,1,welfare,true,R,
3890,default,Trump's policies improved the American economy,M,,block3,,,,M-D-Tim.png,,critical,list2,list2_1,list2_R,Tony doesn't know that,Tim,conservative,,know,0.98,,8583,50,D,,1,Trump_economy,NA,R,
3890,default,immigrants support the economy,F,,block3,,,,F-D-Anna.png,,critical,list2,list2_1,list2_R,Ben didn't acknowledge,Anna,liberal,,acknowledge,0.98,,10270,51,D,,1,immigrants,NA,R,
3890,default,closing businesses during COVID was unnecessary,F,,block3,,,,F-D-Rachel.png,,MC,list2,list2_1,list2_R,NA,Rachel,conservative,,NA,0.99,,7927,52,D,,1,lockdown,NA,R,
3890,default,there are too few environmental laws,F,,block3,,,,F-D-Veronica.png,,itIsT_F,list2,list2_1,list2_R,NA,Veronica,liberal,,NA,0.99,,14719,53,D,,1,environment,false,R,
3890,default,the organizers' contact info is outdated,F,,block3,,,,F-D-Helen.png,,critical,list2,list2_1,list2_R,Noah doesn't see that,Helen,N,,see,0.98,,44544,54,D,,1,contact,NA,R,
